,name,university,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission,สาขาวิชา,อัตราการได้งานทำ,ค่ามัธยฐานเงินเดือน
40,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,มหาวิทยาลัยเกษตรศาสตร์ บางเขน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),ภาษาไทย พิเศษ,บางเขน,,,,รับ 10 คน,รับ 15 คน,รับ 40 คน,ไม่เปิดรับสมัครในรอบนี้,,,
41,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาต่างประเทศ) วิทยาเขต บางเขน,มหาวิทยาลัยเกษตรศาสตร์ บางเขน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),ภาษาต่างประเทศ,บางเขน,,,,รับ 20 คน,รับ 15 คน,รับ 20 คน,รับ 5 คน,,,
42,วท.บ. สาขาวิชาการจัดการเทคโนโลยีการบิน (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,มหาวิทยาลัยเกษตรศาสตร์ บางเขน,วท.บ. สาขาวิชาการจัดการเทคโนโลยีการบิน,B.S. (Aviation Technology Management),ภาษาไทย พิเศษ,บางเขน,,,,รับ 25 คน,รับ 8 คน,รับ 28 คน,ไม่เปิดรับสมัครในรอบนี้,,,
43,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน (ภาษาไทย ปกติ) วิทยาเขต บางเขน,มหาวิทยาลัยเกษตรศาสตร์ บางเขน,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน,B.Eng. (Civil Engineering - Irrigation),ภาษาไทย ปกติ,บางเขน,,,,รับ 40 คน,รับ 30 คน,รับ 35 คน,ไม่เปิดรับสมัครในรอบนี้,,,
44,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,B.Eng. (Computer Engineering),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 20 คน,รับ 23 คน,รับ 32 คน,ไม่เปิดรับสมัครในรอบนี้,,,
45,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 30 คน,รับ 35 คน,รับ 27 คน,ไม่เปิดรับสมัครในรอบนี้,,,
46,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย พิเศษ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),ภาษาไทย พิเศษ,กำแพงแสน,,,,รับ 20 คน,รับ 27 คน,รับ 37 คน,รับ 22 คน,,,
47,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล-เกษตร (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล-เกษตร,B.Eng. (Mechanical Engineering-Agriculture),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 33 คน,รับ 18 คน,รับ 35 คน,รับ 5 คน,,,
48,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ชลประทาน,B.Eng. (Civil Engineering - Irrigation),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 50 คน,รับ 20 คน,รับ 23 คน,ไม่เปิดรับสมัครในรอบนี้,,,
49,วศ.บ. สาขาวิชาวิศวกรรมโยธา-โครงสร้างพื้นฐาน (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมโยธา-โครงสร้างพื้นฐาน,B.Eng. (Civil Engineering-Infrastructure),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 20 คน,รับ 23 คน,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,,
50,วศ.บ. สาขาวิชาวิศวกรรมโยธา-โครงสร้างพื้นฐาน (ภาษาไทย พิเศษ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมโยธา-โครงสร้างพื้นฐาน,B.Eng. (Civil Engineering-Infrastructure),ภาษาไทย พิเศษ,กำแพงแสน,,,,รับ 15 คน,รับ 18 คน,รับ 40 คน,รับ 4 คน,,,
51,วศ.บ. สาขาวิชาวิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมอาหาร,B.Eng. (Food Engineering),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 31 คน,รับ 22 คน,รับ 33 คน,ไม่เปิดรับสมัครในรอบนี้,,,
52,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ-โลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต กำแพงแสน,มหาวิทยาลัยเกษตรศาสตร์ กำแพงแสน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ-โลจิสติกส์,B.Eng. (Industrial Engineering-Logistics),ภาษาไทย ปกติ,กำแพงแสน,,,,รับ 34 คน,รับ 38 คน,รับ 18 คน,ไม่เปิดรับสมัครในรอบนี้,,,
53,วศ.บ. สาขาวิชาวิศวกรรมต่อเรือและวิศวกรรมสมุทรศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,มหาวิทยาลัยเกษตรศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมต่อเรือและวิศวกรรมสมุทรศาสตร์,B.Eng. (Naval Architecture and Ocean Engineering),ภาษาไทย ปกติ,ศรีราชา,,,,รับ 42 คน,รับ 32 คน,รับ 30 คน,รับ 22 คน,,,
54,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลเรือ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,มหาวิทยาลัยเกษตรศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลเรือ,B.Eng. (Marine Engineering),ภาษาไทย ปกติ,ศรีราชา,,,,รับ 54 คน,รับ 40 คน,รับ 30 คน,รับ 20 คน,,,
55,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์และสารสนเทศศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,มหาวิทยาลัยเกษตรศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์และสารสนเทศศาสตร์,B.Eng. (Computer Engineering and Informatics),ภาษาไทย ปกติ,ศรีราชา,,,,รับ 54 คน,รับ 83 คน,รับ 35 คน,รับ 15 คน,,,
56,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการออกแบบ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,มหาวิทยาลัยเกษตรศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการออกแบบ,B.Eng. (Mechanical and Design Engineering),ภาษาไทย ปกติ,ศรีราชา,,,,รับ 46 คน,รับ 72 คน,รับ 25 คน,ไม่เปิดรับสมัครในรอบนี้,,,
57,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ศรีราชา,มหาวิทยาลัยเกษตรศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าและอิเล็กทรอนิกส์,B.Eng. (Electrical and Electronics Engineering),ภาษาไทย ปกติ,ศรีราชา,,,,รับ 49 คน,รับ 73 คน,รับ 35 คน,รับ 5 คน,,,
58,วศ.บ. สาขาวิชาวิศวกรรมยานยนต์ (นานาชาติ) วิทยาเขต ศรีราชา,มหาวิทยาลัยเกษตรศาสตร์ ศรีราชา,วศ.บ. สาขาวิชาวิศวกรรมยานยนต์,B.Eng. (Automotive Engineering),นานาชาติ,ศรีราชา,,,,รับ 24 คน,รับ 73 คน,รับ 35 คน,รับ 25 คน,,,
